time	hypnogram	wake_F	wake_C	NREM_F	NREM_C	REM_F	REM_C	H
2310	1	5.534531562808081	0.8031188075901511	0.00040707486514286024	0.0001014363526093707	1.6645203480873793e-15	8.321789581947695e-16	0.5320853243388058
2320	1	5.533687496307489	0.8030578588525651	0.00040841930829969543	0.00010177052568046436	1.6646453409552997e-15	8.322539227457679e-16	0.5322196474828982
2330	1	5.532849024600693	0.8029972974924021	0.0004097713787437315	0.00010210662931919272	1.6647511451337333e-15	8.32317378868202e-16	0.532353932067168
2340	1	5.532016110435216	0.802937121146436	0.00041113098360666026	0.00010244463991765912	1.6648407064371968e-15	8.323710933161752e-16	0.532488178102683
2350	1	5.531188716807082	0.802877327464409	0.0004124980315507131	0.00010278453425668899	1.6649165184438376e-15	8.324165616147471e-16	0.532622385600511
2360	1	5.530366806959094	0.8028179141089753	0.00041387243274483646	0.00010312628949977645	1.6649806919219819e-15	8.324550496985499e-16	0.5327565545717142
2370	1	5.529550344379245	0.8027588787556573	0.0004152540988412591	0.00010346988318712942	1.685875841167301e-15	8.346336277568795e-16	0.5328906850273545
2380	1	5.528739292799005	0.8027002190927893	0.00041664294295242735	0.00010381529322980858	1.725332256505273e-15	8.473410539941158e-16	0.5330247769784852
2390	1	5.527933616191745	0.8026419328214606	0.000418038879628323	0.00010416249790396229	1.758731391018561e-15	8.633415040210469e-16	0.5331588304361606
2400	1	5.527133278771049	0.8025840176554753	0.00041944182483413675	0.00010451147584515494	1.7870031480112216e-15	8.788146956754969e-16	0.5332928454114315
2410	1	5.526338244989183	0.8025264713212922	0.000420851695928306	0.00010486220604278414	1.8109346736360583e-15	8.926221470132873e-16	0.5334268219153463
2420	1	5.525548479535444	0.8024692915579771	0.0004222684116409088	0.00010521466783459119	1.831192272726232e-15	9.04570977954767e-16	0.5335607599589457
2430	1	5.5247639473345656	0.8024124761171479	0.00042369189205239557	0.00010556884090125714	1.848339960146228e-15	9.147814893693177e-16	0.5336946595532717
2440	1	5.523984613545178	0.8023560227629263	0.00042512205857267557	0.0001059247052610868	1.86285516417139e-15	9.234598334395985e-16	0.5338285207093637
2450	1	5.5232104435582094	0.8022999292718788	0.00042655883392052834	0.00010628224126477912	1.8751420191117485e-15	9.308188912919645e-16	0.5339623434382541
2460	1	5.5224414029953275	0.8022441934329767	0.000428002142103355	0.00010664142959028007	1.8855426172751445e-15	9.370529810449563e-16	0.5340961277509738
2470	1	5.521677457707412	0.802188813047533	0.000429451908397246	0.00010700225123771872	1.8943465335483886e-15	9.423317832065353e-16	0.5342298736585516
2480	1	5.520918573773012	0.8021337859291542	0.00043090805932737296	0.00010736468752442475	1.901798887781159e-15	9.468008399076271e-16	0.5343635811720132
2490	1	5.520164717496827	0.8020791099036866	0.00043237052264869766	0.00010772872008002657	1.908107169446611e-15	9.50584052802839e-16	0.534497250302379
2500	1	5.519415855408163	0.8020247828091726	0.00043383922732698785	0.00010809433084162647	1.913447014591878e-15	9.537865609611533e-16	0.5346308810606675
2510	1	5.518671954259467	0.8019708024957842	0.00043531410352013253	0.00010846150204905508	1.9179670959210918e-15	9.564974578102826e-16	0.5347644734578948
2520	1	5.517932981024814	0.8019171668257831	0.0004367950825597664	0.00010883021624020002	1.9217932621612925e-15	9.587921943039523e-16	0.5348980275050726
2530	1	5.517198902898406	0.801863873673461	0.0004382820969331808	0.00010920045624641082	1.925032041960017e-15	9.60734651169691e-16	0.5350315432132116
2540	1	5.516469687293122	0.8018109209250931	0.00043977508026552675	0.0001095722051879766	1.927773609870581e-15	9.623789070120332e-16	0.535165020593316
2550	1	5.5157453018390585	0.801758306478881	0.0004412739673023025	0.00010994544646967628	1.9300942970044184e-15	9.637707401237383e-16	0.5352984596563896
2560	1	5.51502571438203	0.8017060282449022	0.0004427786938921193	0.00011032016377639997	1.9320587162524034e-15	9.649489016339864e-16	0.5354318604134304
2570	1	5.514310892982195	0.8016540841450596	0.0004442891969697466	0.00011069634106884078	1.9337215612458424e-15	9.659461939012413e-16	0.5355652228754352
2580	1	5.513600805912553	0.8016024721130287	0.0004458054145394245	0.00011107396257925454	1.935129129144115e-15	9.667903836092298e-16	0.535698547053398
2590	1	5.512895421657554	0.8015511900942028	0.00044732728565844343	0.00011145301280728847	1.9363206096465447e-15	9.6750497478019e-16	0.5358318329583084
2600	1	5.512194708911669	0.8015002360456428	0.00044885475042098837	0.00011183347651587507	1.937329176117419e-15	9.681098631511545e-16	0.5359650806011543
